,word,prediction_ratio,1)validated_translation_by_gpt4o,2)word>=0.5,reason,back_translations
10,datum generative process,"[{'word': 'processus génératif de données', 'ratio': 0.7}, {'word': 'processus génératif des données', 'ratio': 0.3}]",processus génératif des données,processus génératif de données,"```
1. Candidate: ""processus génératif des données""
2. Explanation: The term ""datum generative process"" in the context of AI refers to a process that generates data, focusing on the generative aspect. The candidate ""processus génératif des données"" is the best fit because it accurately captures the notion of a generative process specifically related to data. The use of ""des"" indicates a specific relationship to the data being generated, aligning well with the AI domain where the process is not just generating any data, but data with specific characteristics or variations. This translation maintains semantic accuracy and contextual fit, as confirmed by the back translation ""data generative process,"" which closely matches the original English term.
```","['data generating process', 'data generative process', 'data generating process']"
11,edge feature,"[{'word': 'caractéristique de contour', 'ratio': 0.7}, {'word': 'caractéristiques de bord', 'ratio': 0.2}, {'word': 'caractéristiques de contour', 'ratio': 0.1}]",caractéristiques de bord,caractéristique de contour,"```
1. Candidate: caractéristiques de bord
2. Explanation: The term ""edge feature"" in the context of AI, particularly in graph-based models like S-RNN, refers to the attributes or properties associated with the edges connecting nodes in a graph. The candidate ""caractéristiques de bord"" directly translates to ""edge features,"" maintaining both the semantic meaning and the technical specificity required in AI terminology. This translation accurately reflects the concept of features or characteristics associated with the edges in a graph, which is crucial for understanding the interactions and relationships between nodes in AI models. The back translation also aligns perfectly with the original term, ensuring contextual fit and domain-specific accuracy.
```","['edge features', 'edge element', 'contour feature', 'outline features']"
12,event calculus,"[{'word': 'calcul des événements', 'ratio': 0.7}, {'word': ""calcul d'événements"", 'ratio': 0.2}, {'word': ""calcule d'événements"", 'ratio': 0.1}]",calcul d'événements,calcul des événements,"```
1. Candidate: ""calcul d'événements""

2. Explanation: ""Calcul d'événements"" is the best translation candidate because it accurately captures the concept of ""event calculus"" in the context of AI and logic programming. The term ""calculus"" in this context refers to a formal system or method for reasoning about events and their effects over time, which aligns with the use of ""calcul"" in French. The plural form ""événements"" is appropriate as it reflects the generality of the concept, which deals with multiple events and their interactions. The back translation ""calculation of events"" maintains the semantic integrity of the original term, ensuring contextual fit within the AI domain.
```","['event calculation', 'calculation of events', 'calculation of events', 'calculate events']"
13,feasible set,"[{'word': 'ensemble réalisable', 'ratio': 0.8}, {'word': 'ensemble faisable', 'ratio': 0.2}]",ensemble faisable,ensemble réalisable,"```
1. Candidate: ensemble faisable
2. Explanation: In the context of optimization and mathematical programming, ""feasible set"" refers to the set of all possible points that satisfy the constraints of a problem. The term ""ensemble faisable"" is a direct and accurate translation that maintains the technical meaning in the AI and mathematical optimization domain. The back translation to ""feasible set"" confirms its semantic accuracy and contextual fit, ensuring that the original meaning is preserved. On the other hand, ""ensemble réalisable"" translates back to ""achievable set,"" which could imply a broader or different context, potentially leading to confusion in technical discussions.
```","['feasible set', 'achievable set']"
14,first-order language,"[{'word': 'langage de premier ordre', 'ratio': 0.6}, {'word': 'langage du premier ordre', 'ratio': 0.3}, {'word': 'logique du premier ordre', 'ratio': 0.1}]",langage du premier ordre,langage de premier ordre,"```
1. Candidate: ""langage du premier ordre""
2. Explanation: The term ""first-order language"" in the context of AI and logic refers to a formal language used for internal representation, often associated with first-order logic. The candidate ""langage du premier ordre"" directly translates to ""first order language,"" maintaining the semantic accuracy and specificity required in the AI domain. It accurately reflects the concept of a language used for internal representation with logical structure, as opposed to ""logique du premier ordre,"" which translates to ""first order logic"" and focuses on the logical system rather than the language itself. ""Langage de premier ordre"" translates to ""first-class language,"" which does not fit the context of logical representation. Therefore, ""langage du premier ordre"" is the best fit for maintaining both the semantic and contextual integrity of the original term. 
```","['first order logic', 'first order language', 'first-class language']"
15,grammar induction,"[{'word': 'induction grammaticale', 'ratio': 0.7}, {'word': 'induction de grammaire', 'ratio': 0.3}]",induction de grammaire,induction grammaticale,"```
1. Candidate: induction de grammaire
2. Explanation: ""Induction de grammaire"" is the best translation for ""grammar induction"" in the context of AI and computational linguistics. This term accurately captures the process of deriving grammatical structures from data, which is central to the task of unsupervised learning of syntax. The back translation to ""grammar induction"" confirms its semantic accuracy and contextual fit. The other candidates, ""introduction à la grammaire"" and ""induction grammaticale,"" do not convey the same technical meaning. ""Introduction à la grammaire"" suggests a basic introduction rather than a computational process, while ""induction grammaticale"" could imply a broader or different grammatical process not specific to AI or computational linguistics.
```","['grammar induction', 'introduction to grammar', 'grammatical induction']"
16,grid-world,"[{'word': 'monde en grille', 'ratio': 0.9}, {'word': 'monde de grille', 'ratio': 0.1}]",monde-grille,monde en grille,"```
1. Candidate: monde-grille
2. Explanation: The term ""grid-world"" in the context of AI, particularly in reinforcement learning and planning algorithms, refers to a structured environment where agents navigate a grid to achieve specific goals. The candidate ""monde-grille"" is the best fit because it maintains the compound nature of the original term, which is important for preserving the technical meaning. The hyphenation in ""monde-grille"" reflects the specialized nature of the term, similar to how ""grid-world"" is used in English to denote a specific type of environment in AI. This choice ensures semantic accuracy and aligns well with domain-specific usage, as it conveys the concept of a grid-based world effectively in French.
```","['grid world', 'grid world', 'grid-world']"
17,joint semantic space,"[{'word': 'espace sémantique joint', 'ratio': 0.7}, {'word': 'espace sémantique commun', 'ratio': 0.2}, {'word': 'espace sémantique conjoint', 'ratio': 0.1}]",espace sémantique commun,espace sémantique joint,"```
1. Candidate: espace sémantique commun
2. Explanation: The term ""espace sémantique commun"" is the best fit because, in the context of AI and machine learning, ""common"" often implies a shared or unified space where different modalities (like spoken utterances and images) are projected to find a common ground for comparison. While ""joint"" and ""conjoint"" can also mean combined or linked, ""commun"" more accurately conveys the idea of a shared space that is central to the concept of a joint semantic space in AI, where different data types are integrated for semantic understanding. Additionally, the back translation ""common semantic space"" maintains the intended meaning in the AI context, ensuring semantic accuracy and contextual fit.
```","['joint semantic space', 'common semantic space', 'joint semantic space']"
18,likelihood ratio test,"[{'word': 'test du rapport de vraisemblance', 'ratio': 0.8}, {'word': 'test de rapport de vraisemblance', 'ratio': 0.1}, {'word': 'Test de rapport de vraisemblance', 'ratio': 0.1}]",test de rapport de vraisemblance,test du rapport de vraisemblance,"```
1. Candidate: test de rapport de vraisemblance

2. Explanation: The candidate ""test de rapport de vraisemblance"" is the best fit for translating ""likelihood ratio test"" in the context of AI and statistical analysis. This translation is semantically accurate and widely accepted in French statistical literature. The term ""rapport de vraisemblance"" directly corresponds to ""likelihood ratio,"" maintaining the technical meaning essential for understanding statistical tests. Additionally, the lowercase usage aligns with standard French terminology conventions for statistical terms, ensuring consistency and clarity in professional and academic contexts.
```","['likelihood ratio test', 'Likelihood ratio test', 'likelihood ratio test']"
19,low-rank matrix approximation,"[{'word': 'approximation de matrice de faible rang', 'ratio': 0.6}, {'word': 'approximation de matrice de rang faible', 'ratio': 0.4}]",approximation de matrice de rang faible,approximation de matrice de faible rang,"```
1. Candidate: approximation de matrice de rang faible
2. Explanation: The candidate ""approximation de matrice de rang faible"" is the best fit for translating ""low-rank matrix approximation"" in the context of AI and mathematics. This translation accurately captures the concept of ""low-rank"" as ""rang faible,"" which is commonly used in mathematical and AI literature to describe matrices with a small number of significant singular values. The term ""rang faible"" is precise and widely understood in the context of linear algebra and matrix computations, making it semantically accurate. Additionally, the back translation ""low rank matrix approximation"" closely matches the original English term, ensuring contextual fit and clarity in the AI domain.
```","['low-rank matrix approximation', 'low rank matrix approximation', 'low-rank matrix approximation']"
20,model distribution,"[{'word': 'distribution de modèle', 'ratio': 0.7}, {'word': 'distribution du modèle', 'ratio': 0.3}]",distribution du modèle,distribution de modèle,"```
1. Candidate: distribution du modèle
2. Explanation: ""Distribution du modèle"" is the best translation candidate because it accurately conveys the possessive relationship implied in the English term ""model distribution,"" where the distribution is specifically associated with a particular model. In the context of AI, this term often refers to the probability distribution that a model assigns to different outcomes or sequences. The use of ""du"" (of the) in French captures this relationship more precisely than ""de,"" which can imply a more general or non-specific association. This translation maintains semantic accuracy and aligns well with domain-specific usage in AI, where the model's distribution is a key concept in evaluating and generating outputs.
```","['model distribution', 'model distribution']"
21,model performance,"[{'word': 'performance du modèle', 'ratio': 1.0}]",performances du modèle,performance du modèle,"```
1. Candidate: ""performances du modèle""
2. Explanation: In the context of AI, ""performances du modèle"" is the best fit because it accurately captures the plural nature of ""model performance"" as it pertains to various metrics and aspects of performance evaluation in machine learning models. The term ""performances"" suggests a comprehensive assessment across different dimensions, which aligns with the AI domain's focus on evaluating models under various conditions, such as robustness to data perturbations. The back translation to ""model performance"" maintains semantic accuracy, ensuring consistency in meaning between the English and French versions.
```","['model performance', 'model performance']"
22,neural scene representation,"[{'word': 'représentation de scène neuronale', 'ratio': 0.6}, {'word': 'représentation neuronale de scène', 'ratio': 0.2}, {'word': 'représentation neurale de scène', 'ratio': 0.2}]",représentation neurale de scène,représentation de scène neuronale,"```
1. Candidate: ""représentation neurale de scène""

2. Explanation: The term ""représentation neurale de scène"" is the best fit for translating ""neural scene representation"" in the context of AI and computer vision. The word ""neurale"" accurately reflects the concept of neural networks, which is central to AI, while ""de scène"" maintains the focus on the scene being represented. This candidate preserves the semantic meaning and technical specificity required in the AI domain, ensuring that the translation aligns with the original English term's intent and usage. Additionally, the back translation to ""neural scene representation"" confirms its accuracy and contextual fit.
```","['neural scene representation', 'representation of the neuronal scene', 'neural scene representation', 'neural scene representation']"
23,payoff function,"[{'word': 'fonction de paiement', 'ratio': 0.9}, {'word': 'fonction de gain', 'ratio': 0.1}]",fonction de gain,fonction de paiement,"```
1. Candidate: fonction de gain
2. Explanation: In the context of AI and game theory, a ""payoff function"" typically refers to a function that represents the gain or reward associated with a particular strategy or action. The term ""fonction de gain"" accurately captures this meaning, as ""gain"" aligns with the concept of rewards or benefits in a strategic setting. On the other hand, ""fonction de paiement"" translates to ""payment function,"" which implies a financial transaction or cost, and does not fit the context of AI and game theory where the focus is on optimizing strategies for maximum gain or reward. Therefore, ""fonction de gain"" is the best fit for the domain-specific usage in AI.
```","['gain function', 'payment function']"
24,pixel-wise,"[{'word': 'pixel par pixel', 'ratio': 0.9}, {'word': 'Pixel par pixel', 'ratio': 0.1}]",au niveau des pixels,pixel par pixel,"```
1. Candidate: ""au niveau des pixels""
2. Explanation: The term ""pixel-wise"" in the context of AI and computer vision refers to operations or predictions made at the level of individual pixels within an image. The candidate ""au niveau des pixels"" accurately captures this meaning by emphasizing the level of granularity at which the operation is performed, which is crucial in AI tasks involving image processing. This translation maintains the semantic accuracy and contextual fit, as it conveys the idea of processing or predicting at the pixel level, aligning well with the domain-specific usage in AI.
```","['pixel by pixel', 'Pixel by pixel', 'at the pixel level']"
25,rollout,"[{'word': 'déploiement', 'ratio': 0.5}, {'word': 'déroulement', 'ratio': 0.4}, {'word': 'simulation', 'ratio': 0.1}]",déroulement,déploiement,"```
1. Candidate: ""déroulement""
2. Explanation: In the context of AI, particularly in reinforcement learning, ""rollout"" refers to the sequence of states, actions, and rewards generated by an agent interacting with an environment. The term ""déroulement"" captures this notion of a sequence or unfolding of events, which aligns well with the concept of a ""rollout"" in AI. While ""déploiement"" (deployment) might seem relevant, it typically refers to the implementation or release of a system, not the iterative process described here. ""Simulation"" is too broad and doesn't specifically capture the sequential nature of a rollout. ""Dérouler"" as a verb doesn't fit the noun usage in the context. Therefore, ""déroulement"" is the best fit for accurately conveying the intended meaning in the AI domain.
```","['deployment', 'simulation', 'unfold', 'unfolding']"
26,squared error loss,"[{'word': ""perte d'erreur au carré"", 'ratio': 0.8}, {'word': ""perte d'erreur quadratique"", 'ratio': 0.2}]",perte d'erreur quadratique,perte d'erreur au carré,"```
1. Candidate: ""perte d'erreur quadratique""
2. Explanation: The term ""perte d'erreur quadratique"" is the best fit for translating ""squared error loss"" in the context of AI and machine learning. In the domain of AI, ""quadratique"" is commonly used to describe functions or losses that involve squaring terms, such as in quadratic functions or quadratic loss. This aligns well with the mathematical formulation of the squared error loss, which involves squaring the difference between predicted and actual values. The back translation also accurately returns to ""squared error loss,"" indicating a strong semantic and contextual fit.
```","['squared error loss', 'squared error loss']"
27,state-action value,"[{'word': 'valeur état-action', 'ratio': 0.9}, {'word': ""valeur d'état-action"", 'ratio': 0.1}]",valeur d'état-action,valeur état-action,"```
1. Candidate: valeur d'état-action
2. Explanation: The candidate ""valeur d'état-action"" is the best fit because it accurately reflects the compound nature of the term ""state-action value"" in the context of AI and reinforcement learning. The use of ""d'état-action"" maintains the semantic relationship between ""state"" and ""action,"" which is crucial for understanding the concept in the context of Q-learning and policy evaluation. This translation preserves the technical meaning and is consistent with the terminology used in French literature on reinforcement learning.
```","['state-action value', 'state-action value']"
28,sub-word tokenization,"[{'word': 'tokenisation par sous-mots', 'ratio': 0.8}, {'word': 'Tokenisation en sous-mots', 'ratio': 0.1}, {'word': 'tokenisation des sous-mots', 'ratio': 0.1}]",tokenisation en sous-mots,tokenisation par sous-mots,"```
1. Candidate: ""tokenisation en sous-mots""
2. Explanation: ""Tokenisation en sous-mots"" is the best fit because it directly translates to ""subword tokenization,"" maintaining the original term's structure and meaning. In the AI domain, especially in language processing, the term ""subword"" is often used to describe a method of breaking down words into smaller units for better handling of morphological variations. The use of ""en"" aligns with the English preposition ""in,"" which is commonly used in technical contexts to describe processes or methods, ensuring semantic accuracy and contextual fit.
```","['tokenization of subwords', 'Subword tokenization', 'subword tokenization', 'subword tokenization']"
29,text embedding,"[{'word': 'intégration de texte', 'ratio': 0.5}, {'word': 'représentation textuelle', 'ratio': 0.2}, {'word': 'plongement de texte', 'ratio': 0.1}, {'word': 'intégration textuelle', 'ratio': 0.1}, {'word': 'Embedding de texte', 'ratio': 0.1}]",plongement de texte,intégration de texte,"```
1. Candidate: ""plongement de texte""
2. Explanation: ""Plongement de texte"" is the best translation candidate because it directly translates to ""text embedding,"" maintaining the semantic accuracy and technical specificity required in the AI domain. In AI, ""embedding"" refers to the representation of data in a continuous vector space, which is a concept well captured by ""plongement."" This term is widely used in French AI literature to describe the process of mapping text into a numerical format that can be processed by machine learning models. The back translation also accurately reflects the original term, ensuring contextual fit and understanding in both languages.
```","['text integration', 'text embedding', 'textual representation', 'textual integration', 'Text embedding']"
30,transformer layer,"[{'word': 'couche transformer', 'ratio': 0.5}, {'word': 'couche de transformateur', 'ratio': 0.3}, {'word': 'couche Transformer', 'ratio': 0.1}, {'word': 'couche transformeur', 'ratio': 0.1}]",couche transformeur,couche transformer,"```
1. Candidate: ""couche transformeur""
2. Explanation: The term ""couche transformeur"" is the best fit for translating ""transformer layer"" in the context of AI and machine learning. This choice maintains semantic accuracy and aligns with the established terminology used in the French-speaking AI community. The back translation to ""transformer layer"" confirms its contextual fit, ensuring that the technical meaning is preserved. The term ""transformeur"" is widely recognized in the AI domain to refer to the transformer architecture, which is a fundamental component in language models and neural networks. This makes ""couche transformeur"" the most appropriate and precise translation for conveying the intended meaning in the given context.
```","['transform layer', 'transformer layer', 'transformer layer', 'Transform layer']"
31,unbiased estimate,"[{'word': 'estimation sans biais', 'ratio': 0.6}, {'word': 'estimation non biaisée', 'ratio': 0.3}, {'word': 'estimate non biaisé', 'ratio': 0.1}]",estimation non biaisée,estimation sans biais,"```
1. Candidate: estimation non biaisée

2. Explanation: ""Estimation non biaisée"" is the best translation candidate because it accurately captures the statistical and mathematical context of ""unbiased estimate"" in the AI domain. The term ""non biaisée"" directly translates to ""unbiased,"" which is crucial in maintaining the integrity of the statistical concept where the expected value of the estimate equals the true parameter value. This translation is widely accepted in academic and professional settings, ensuring semantic accuracy and contextual fit. Additionally, the back translation to ""unbiased estimate"" confirms its precision and appropriateness in the given context.
```","['unbiased estimate', 'unbiased estimate', 'unbiased estimation', 'unbiased estimate']"
